"result1","result2","result3","result4"
"58",127.299999999999,127.709999999999,81.8899999999994,72.2099999999991
"59",130.759999999998,127.419999999998,81.6999999999971,72.5499999999956
"60",132.560000000001,131.889999999999,84.9400000000023,73.75
"61",134.870000000003,133.16,84.1899999999951,74.3300000000017
"62",135.779999999999,133.829999999998,87.0800000000017,76.1999999999971
"63",137.719999999998,138.379999999997,88.4099999999962,76.5800000000017
"64",140.09,140.049999999999,90.2799999999988,78.0900000000038
"65",143.799999999999,140.219999999998,90.9500000000044,78.6300000000047
"66",147.779999999999,146.41,93.2200000000012,81.6900000000023
"67",147.48,145.970000000001,94.1699999999983,81.7799999999988
"68",148.470000000001,146.700000000001,96,83.510000000002
"69",151.23,151.560000000001,95.3000000000029,85.1399999999994
"70",155.16,151.450000000001,97.5299999999988,85.1100000000006
"71",158.220000000001,153.43,100.529999999999,87.760000000002
"72",160.450000000001,155.98,99.8300000000017,88.9199999999983
"73",163.189999999999,160.220000000001,102.449999999997,88.9099999999962
"74",165.630000000001,159.869999999999,103.029999999999,91.0400000000009
"75",167.150000000001,164,104.369999999995,91.8000000000029
"76",169.360000000001,167.299999999999,105.510000000002,92.6299999999974
"77",172.330000000002,169,106.75,94.0199999999968
"78",174.34,171.75,107.949999999997,95.0900000000038
"79",178.439999999999,173.720000000001,109.459999999999,97.9499999999971
"80",181.059999999998,175.980000000003,110.870000000003,97.7799999999988
"81",179.920000000002,176.650000000001,111.889999999999,99.8299999999945
"82",180.970000000001,179.029999999999,112.050000000003,101.159999999996
"83",183.940000000002,180.840000000004,115.029999999999,101.110000000001
"84",185.890000000003,184.669999999998,118.300000000003,102.780000000006
"85",187.02,188.330000000002,120.200000000004,102.830000000002
"86",189.889999999999,190,121.029999999999,103.330000000002
"87",191.889999999999,189.699999999997,120.639999999999,104.43
"88",194.889999999999,192.159999999996,122.260000000002,106.290000000001
"89",195.950000000001,194.389999999999,124.330000000002,106.82
"90",198.389999999999,198.330000000002,124.299999999996,108.510000000002
"91",199.919999999998,198.120000000003,127.620000000003,109.970000000001
"92",203.59,200.82,128.470000000001,110.849999999999
"93",206.809999999998,204.75,130.080000000002,111.690000000002
"94",209.029999999999,213.459999999999,129.260000000002,113.919999999998
"95",210.77,208.360000000001,131.379999999997,114.110000000001
"96",210.740000000002,209.519999999997,131.589999999997,122.889999999999
"97",215.350000000002,211.699999999997,132.220000000001,117.699999999997
"98",218.010000000002,214.910000000003,136.75,117.970000000001
"99",218.360000000001,219.809999999998,137.310000000005,118.18
"100",223.780000000002,220.170000000006,137.660000000003,119.589999999997
