"result1","result2","result3","result4"
"1",2.18999999999869,3.97000000000116,3.79000000000087,4.18000000000029
"2",4.28000000000065,6.13999999999942,5.12999999999738,5.93999999999505
"3",6.31999999999971,8.34999999999854,6.68000000000029,7.42000000000553
"4",8.61000000000058,10.4700000000012,7.40000000000146,8.98999999999796
"5",10.9400000000005,12.7199999999975,8.69000000000233,10.0299999999988
"6",13.0599999999995,14.9700000000012,10.1999999999971,10.2699999999968
"7",15.0599999999995,17.0900000000001,11.8899999999994,11.5699999999997
"8",17.1800000000003,19.1299999999974,12.4700000000012,12.6200000000026
"9",19.2700000000004,21.4799999999996,13.6700000000055,14.7000000000044
"10",21.6800000000003,23.8100000000013,16.4400000000023,15.9200000000055
"11",23.6899999999987,26.25,18.7900000000009,16.5499999999956
"12",25.8899999999994,28.6400000000031,18.9400000000023,17.7699999999968
"13",28.0900000000001,29.9900000000016,18.6299999999974,19.1900000000023
"14",30.3599999999988,32.4900000000016,21.7200000000012,20.7699999999968
"15",33.3299999999999,34.4799999999996,23.9700000000012,21.2300000000032
"16",34.7299999999996,36.6299999999974,24.1100000000006,22.8499999999985
"17",36.8099999999995,38.3600000000006,25.6399999999994,23.25
"18",39.2099999999991,41.1399999999994,26.4499999999971,25.3899999999994
"19",41.2199999999993,43.2700000000004,29.4300000000003,24.8799999999974
"20",43.4799999999996,45.75,30.1600000000035,27.0500000000029
"21",45.7399999999998,47.630000000001,31.3399999999965,29.1299999999974
"22",47.8100000000013,50.0600000000013,31.8600000000006,29.5699999999997
"23",50.2200000000012,51.6200000000026,34.6100000000006,30.6900000000023
"24",52.1400000000012,54.1899999999987,35.9400000000023,32.7699999999968
"25",56.3400000000001,56.25,36.8000000000029,32.9800000000032
"26",55.9200000000001,59.3099999999977,36.6599999999962,34.4199999999983
"27",57.8599999999988,60.3899999999994,40.010000000002,35.4000000000015
"28",59.8899999999994,62,40.3300000000017,37.8899999999994
"29",63.2199999999993,63.75,40.1300000000047,37.8299999999945
"30",65.7700000000004,66.9900000000016,43.260000000002,39.0600000000049
"31",67.5900000000001,68.7799999999988,44.2999999999956,40.1899999999951
"32",69.5900000000001,71.1599999999999,44,41.739999999998
"33",72.6800000000003,72.3899999999994,46.5299999999988,43.0900000000038
"34",74.5900000000001,74.869999999999,48.4700000000012,43.510000000002
"35",77.369999999999,78.0699999999997,50.239999999998,45.260000000002
"36",79.619999999999,80.3100000000013,48.9300000000003,46.3099999999977
"37",83.4899999999998,81.1100000000006,51.3199999999997,47.5800000000017
"38",83.3599999999988,84.0999999999985,53.7800000000061,47.8899999999994
"39",84.2000000000007,86.7299999999996,55.7799999999988,49.6999999999971
"40",88.5299999999988,89,58.3400000000038,49.8899999999994
"41",89.7799999999988,90.3500000000022,57,51.3599999999933
"42",91.9799999999996,92.8900000000031,58.9700000000012,53.0500000000029
"43",95.0200000000004,95.0400000000009,59.9800000000032,53.1399999999994
"44",97.5799999999981,95.869999999999,63.5199999999968,55.0900000000038
"45",100.360000000001,98.6899999999987,64.2799999999988,56.8000000000029
"46",102.330000000002,101.010000000002,64.8700000000026,57.260000000002
"47",103.900000000001,103.940000000002,68.2000000000044,58.5199999999968
"48",105.419999999998,105.529999999999,67.6999999999971,60.0299999999988
"49",109.880000000001,108.619999999999,70.8899999999994,60.739999999998
"50",109.799999999999,110.57,70.5400000000009,61.1299999999974
"51",111.960000000003,111.060000000001,73.3899999999994,64.7200000000012
"52",114.230000000003,113.5,72.4199999999983,63.1899999999951
"53",117.41,117.199999999997,75.75,65.7000000000044
"54",117.610000000001,119.5,76.1100000000006,66.6699999999983
"55",119.720000000001,121.43,78.6900000000023,67.8600000000006
"56",121.600000000002,124.050000000003,79.6100000000006,69.0999999999985
"57",123.259999999998,125.940000000002,78.4599999999991,69.3799999999974
